Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
25135,"Responsive Teaching: An Ecological Approach to Classroom Patterns of Language, Culture, and Thought",1:0,271,4:2,total:2,1,3,Teachers College Press,0,1990,,Chet A. Bowers,4.0,2:0,5:0,0807729981,3:0
25136,Incestuous Families: An Ecological Approach to Understanding and Treatment,1:0,441,4:3,total:6,17,6,W. W. Norton  Company,0,1995,,James W. Maddock,4.5,2:0,5:3,039370193X,3:0
25137,International Perspectives on Family Violence and Abuse: A Cognitive Ecological Approach,1:0,560,4:0,total:0,29,5,Routledge,0,2004,,Kathleen Malley-Morrison,0.0,2:0,5:0,0805842462,3:0
25138,An Ecological Approach to Perceptual Learning and Development,1:1,248,4:5,total:7,15,5,"Oxford University Press, USA",0,2003,,Eleanor J. Gibson,3.71,2:0,5:1,0195165497,3:0
25140,Evil Geniuses in a Nutshell,1:3,136,4:71,total:180,8,4,O'Reilly Media,1,2000,,Illiad,4.02,2:8,5:63,156592861X,3:35
25141,Fucked Up + Photocopied: Instant Art of the Punk Rock Movement,1:5,237,4:130,total:393,1,1,Gingko Press,8,2002,,Christopher T. Miller,4.21,2:14,5:185,1584230835,3:59
25142,Fucked By Rock + Cd,1:5,205,4:15,total:55,1,10,Creation Books,0,2001,eng,Mark Manning,3.96,2:4,5:26,1840680733,3:5
25144,Fucked by Rock: The Unspeakable Confessions of Zodiac Mindwarp,1:5,207,4:15,total:55,1,9,Creation Books,6,2001,,Mark Manning,3.96,2:4,5:26,1840680261,3:5
25148,The Fuck-Up,1:567,304,4:3358,total:10919,1,5,MTV Books,415,1999,eng,Arthur Nersesian,3.55,2:1227,5:2493,0671027638,3:3274
25150,Pledged: The Secret Life of Sororities,1:489,384,4:2111,total:8190,14,4,Hyperion,30,2004,en-US,Alexandra Robbins,3.18,2:1463,5:894,1401300464,3:3233
25151,Naruto: Uzumaki Chronicles (Prima Official Game Guide),1:2,112,4:11,total:102,14,11,Prima Games,0,2006,,Dan Birlew,4.59,2:3,5:79,076155517X,3:7
25152,"Uzumaki: Spiral into Horror, Vol. 1",1:145,208,4:4999,total:14699,6,10,Viz Media,806,2001,eng,Junji Ito,4.32,2:325,5:7517,1569317143,3:1713
25153,"Uzumaki: Spiral into Horror, Vol. 2.",1:29,208,4:2949,total:8356,6,7,Viz Media,304,2002,eng,Junji Ito,4.33,2:170,5:4187,1591160332,3:1021
25154,"Uzumaki: Spiral Into Horror, Vol. 3",1:41,250,4:2635,total:7735,6,10,Viz Media,354,2002,eng,Junji Ito,4.27,2:216,5:3759,1591160480,3:1084
25157,Christmas Remembered,1:0,88,4:44,total:109,14,9,G.P. Putnam's Sons Books for Young Readers,21,2006,,Tomie dePaola,3.96,2:5,5:33,0399246223,3:27
25158,Tomie DePaola's Book of Bible Stories,1:1,128,4:84,total:246,18,2,Puffin Books,10,2002,,Tomie dePaola,4.08,2:14,5:99,0698119231,3:48
25159,Mary: The Mother of Jesus,1:2,32,4:36,total:121,3,12,Holiday House,13,2005,,Tomie dePaola,4.16,2:8,5:58,0823410188,3:17
25161,Tomie dePaola's Mother Goose,1:6,127,4:184,total:586,2,10,G.P. Putnam's Sons Books for Young Readers,57,1985,,Tomie dePaola,3.96,2:32,5:211,0399212582,3:153
25162,The Night of Las Posadas,1:3,32,4:149,total:438,24,9,Puffin Books,29,2001,,Tomie dePaola,4.18,2:8,5:190,0698119010,3:88
25163,Tomie's Little Christmas Pageant,1:1,16,4:9,total:25,23,9,Putnam Juvenile,1,2002,,Tomie dePaola,4.0,2:0,5:9,0399239596,3:6
25164,Tomie's Little Mother Goose,1:3,16,4:57,total:154,19,5,G.P. Putnam's Sons Books for Young Readers,12,1997,,Iona Opie,3.8200000000000003,2:8,5:42,0399231544,3:44
25167,Space-Age Terrors!,1:0,118,4:1,total:3,1,1,Wanderer Books,0,1983,,Hilary H. Milton,3.0,2:1,5:0,0671492489,3:1
25169,Florida Study Manual for Title Insurance: A License Preparation Manual with Questions & Answers,1:0,392,4:0,total:0,31,12,R & R Newkirk,0,1994,,Karen Koogler,0.0,2:0,5:0,0793112974,3:0
25170,"Dust (Richard Jury, #21)",1:103,342,4:1153,total:3134,1,2,Viking Books,289,2007,eng,Martha Grimes,3.64,2:272,5:670,0670037869,3:936
25171,"The Old Wine Shades (Richard Jury, #20)",1:126,391,4:1073,total:2881,6,3,Signet,277,2007,eng,Martha Grimes,3.6,2:282,5:597,0451220722,3:803
25172,"The Dirty Duck (Richard Jury, #4)",1:35,320,4:1942,total:4452,1,6,Onyx,143,2004,eng,Martha Grimes,3.94,2:153,5:1225,0451411390,3:1097
25173,"Belle Ruin (Emma Graham, #3)",1:64,368,4:368,total:1267,1,9,Berkley Books,118,2006,eng,Martha Grimes,3.51,2:163,5:284,0451219449,3:388
25174,"Jerusalem Inn (Richard Jury, #5)",1:16,320,4:1841,total:4027,2,11,Onyx,156,2004,eng,Martha Grimes,3.96,2:110,5:1081,0451411617,3:979
25175,"The Anodyne Necklace (Richard Jury, #3)",1:50,310,4:2770,total:6571,6,1,Onyx,178,2004,eng,Martha Grimes,4.04,2:160,5:2153,0451410890,3:1438
25176,"The Man With a Load of Mischief (Richard Jury, #1)",1:355,272,4:6027,total:15780,4,2,Berkley Books,465,2003,eng,Martha Grimes,3.99,2:681,5:5531,0451410815,3:3186
25177,"The Five Bells and Bladebone (Richard Jury, #9)",1:24,334,4:1463,total:3226,1,6,NAL,98,2002,eng,Martha Grimes,3.93,2:95,5:840,0451410386,3:804
25178,"The Grave Maurice (Richard Jury, #18)",1:40,400,4:1398,total:3319,2,9,Berkley Books,117,2003,,Martha Grimes,3.93,2:140,5:957,0451411013,3:784
25179,Blankets,1:2431,592,4:30385,total:91045,18,8,Top Shelf Productions,5779,2003,eng,Craig Thompson,4.05,2:4628,5:37401,1891830430,3:16200
25180,Where is Elmo's Blanket? (Sesame Street),1:1,12,4:24,total:113,21,9,Random House Books for Young Readers,8,1999,,Nancy Stevenson,4.09,2:5,5:53,0375801383,3:30
25182,100 Afghan Squares to Knit,1:1,128,4:12,total:50,1,11,Trafalgar Square Publishing,6,2002,,Debbie Abrahams,3.58,2:7,5:13,1570762228,3:17
25183,The Red Blanket,1:0,32,4:33,total:94,1,5,Scholastic Press,27,2004,,Eliza Thomas,4.05,2:2,5:34,0439322537,3:25
25184,Pigs on a Blanket,1:1,40,4:28,total:80,1,9,Aladdin,22,1998,,Amy Axelrod,3.7800000000000002,2:8,5:22,0689822529,3:21
25185,The Earth's Blanket: Traditional Teachings for Sustainable Living,1:0,304,4:16,total:44,1,2,University of Washington Press,2,2005,,Nancy J. Turner,4.45,2:0,5:24,0295984740,3:4
25187,Security is a Thumb and a Blanket,1:0,72,4:26,total:96,28,5,Cider Mill Press,5,2006,,Charles M. Schulz,4.15,2:4,5:44,1933662093,3:22
25189,Almost Touching the Skies: Women's Coming of Age Stories,1:0,261,4:2,total:9,1,5,Feminist Press,0,2000,,Florence Howe,3.67,2:2,5:3,1558612335,3:2
25190,"Beauty's Release (Sleeping Beauty, #3)",1:1311,238,4:6690,total:25962,1,5,Penguin Books,574,1999,eng,A.N. Roquelaure,3.71,2:2722,5:8570,0452281458,3:6669
25191,A Personal Matter,1:168,165,4:3663,total:9141,13,1,Grove Press,556,1994,eng,Kenzaburō Ōe,3.89,2:558,5:2665,0802150616,3:2087
25192,Teach Us To Outgrow Our Madness,1:34,276,4:801,total:1980,4,3,Marion Boyars Publishers,1,2000,eng,Kenzaburō Ōe,3.86,2:127,5:548,0714530484,3:470
25194,Seventeen & J,1:9,204,4:139,total:408,1,5,Foxrock Books,22,1998,,Kenzaburō Ōe,3.61,2:34,5:80,1562010913,3:146
25196,A Healing Family,1:2,208,4:48,total:126,24,5,Kodansha,6,2001,,Kenzaburō Ōe,3.58,2:13,5:21,4770027338,3:42
25198,"Rouse Up, O Young Men of the New Age!",1:7,272,4:195,total:481,10,7,Atlantic Books,26,2003,eng,Kenzaburō Ōe,3.69,2:46,5:99,1843540789,3:134
25199,"Japan, the Ambiguous, and Myself: The Nobel Prize Speech and Other Lectures",1:1,128,4:47,total:109,1,5,Kodansha,7,1995,,Kenzaburō Ōe,3.79,2:7,5:24,4770019807,3:30
25200,Silence,1:186,219,4:9221,total:22967,1,1,Taplinger Publishing Company,2125,1999,eng,Shūsaku Endō,4.08,2:980,5:8501,0800871863,3:4079
25201,Deep River,1:21,216,4:700,total:1795,1,5,New Directions Publishing Corporation,186,1994,eng,Shūsaku Endō,3.92,2:113,5:552,081121320X,3:409
25202,The Samurai (Peter Owen Modern Classic),1:29,270,4:830,total:2085,1,6,Peter Owen Publishers,0,2004,,Shūsaku Endō,3.96,2:112,5:670,5352010813,3:444
25203,Shuhei Endo: Paramodern Architecture,1:0,212,4:0,total:3,15,10,Phaidon Press,0,2006,,Hiroyuki Suzuki,5.0,2:0,5:3,1904313434,3:0
25204,A Life of Jesus,1:7,192,4:136,total:361,1,1,Paulist Press,40,1978,,Shūsaku Endō,3.86,2:24,5:106,0809123193,3:88
25205,Five by Endo,1:1,84,4:80,total:179,17,6,New Directions,30,2000,,Shūsaku Endō,4.05,2:6,5:58,0811214397,3:34
25206,Wonderful Fool,1:7,237,4:198,total:543,1,12,Peter Owen Publishers,29,2000,,Shūsaku Endō,3.73,2:47,5:131,072061080X,3:160
25209,The Girl I Left Behind,1:6,194,4:162,total:369,1,11,New Directions Publishing Corporation,30,1995,,Shūsaku Endō,3.83,2:19,5:88,081121303X,3:94
25210,The Golden Country,1:0,128,4:26,total:59,15,8,Tuttle Publishing,5,2003,eng,Shūsaku Endō,3.8,2:5,5:13,0804833370,3:15
25212,English Grammar for Students of Japanese: The Study Guide for Those Learning Japanese,1:0,204,4:5,total:18,1,1,Olivia & Hill Press,3,1994,,Mutsuko Endo Hudson,3.61,2:2,5:4,0934034168,3:7
25213,Stained Glass Elegies,1:3,165,4:59,total:154,17,10,New Directions,11,1990,,Shūsaku Endō,3.59,2:10,5:24,0811211428,3:58
25216,"Eden: It's an Endless World, Volume 3 (Eden: It's an Endless World, #3)",1:3,224,4:142,total:446,16,5,Dark Horse Manga,14,2006,eng,Hiroki Endo,4.19,2:20,5:208,1593075294,3:73
25217,The Post Art Works of Kyoko Endo,1:0,133,4:0,total:0,18,10,Vianello,0,2006,,Kyoko Endo,0.0,2:0,5:0,8872001773,3:0
25218,Plant Membranes: Endo- And Plasma Membranes,1:0,352,4:0,total:0,18,1,Wiley-Interscience,0,1985,,David G. Robinson,0.0,2:0,5:0,047186210X,3:0
25224,Hepatic Metabolism and Disposition of Endo- And Xenobiotics,1:0,314,4:0,total:0,30,6,Springer,0,1991,,K. Bock,0.0,2:0,5:0,0792389530,3:0
25225,The Samurai,1:29,272,4:830,total:2085,17,4,New Directions,162,1997,eng,Shūsaku Endō,3.96,2:112,5:670,0811213463,3:444
25226,Tuck Everlasting,1:4555,139,4:75591,total:216634,1,3,Farrar Straus Giroux,186,2005,en-US,Natalie Babbitt,3.87,2:14117,5:68501,0374480133,3:53870
25228,A Literature Unit for Tuck Everlasting by Natalie Babbitt,1:0,48,4:5,total:21,1,6,Teacher Created Resources,1,1999,,Caroline Nakajima,4.33,2:1,5:12,1557344086,3:3
25229,"Tuck Everlasting, Reading Guide,  (Scholastic Bookfiles)",1:0,64,4:2,total:9,1,3,Scholastic Reference,0,2004,,Beth Seidel Levine,4.5600000000000005,2:0,5:6,0439538211,3:1
25237,The Eyes of the Amaryllis,1:14,144,4:269,total:786,1,5,"Farrar, Straus and Giroux (BYR)",66,1986,,Natalie Babbitt,3.91,2:44,5:258,0374422389,3:201
25238,Natalie Babbitt,1:0,137,4:0,total:2,1,2,Twayne Publishers,0,1991,,Michael M. Levy,5.0,2:0,5:2,0805776125,3:0
25240,Tuck Para Siempre,1:4555,152,4:75591,total:216634,1,9,Square Fish,3,1993,,Natalie Babbitt,3.87,2:14117,5:68501,0374480117,3:53870
25241,The Philosophy of History,1:115,480,4:1007,total:3086,10,9,Dover Publications,73,2004,eng,Georg Wilhelm Friedrich Hegel,3.83,2:254,5:1013,0486437558,3:697
25242,Reason in History,1:17,95,4:156,total:538,24,12,Pearson,17,1995,eng,Georg Wilhelm Friedrich Hegel,3.65,2:60,5:144,0023513209,3:161
25243,The Cambridge Companion to Hegel,1:1,530,4:32,total:59,15,4,Cambridge University Press,2,1993,,Frederick C. Beiser,3.81,2:2,5:10,0521387116,3:14
25244,The Essential Writings,1:2,368,4:25,total:76,21,4,Harper Perennial,6,1977,ger,Georg Wilhelm Friedrich Hegel,3.86,2:4,5:24,0061318310,3:21
25245,Introduction to the Philosophy of History with Selections from The Philosophy of Right,1:35,106,4:340,total:1184,1,6,"Hackett Publishing Company, Inc.",52,1988,eng,Georg Wilhelm Friedrich Hegel,3.76,2:121,5:373,0872200566,3:315
25246,Hegel: A Very Short Introduction,1:17,131,4:654,total:1479,6,12,Oxford University Press,124,2001,eng,Peter Singer,3.86,2:62,5:358,019280197X,3:388
25247,Hegel,1:7,596,4:108,total:293,5,12,Cambridge University Press,13,1977,,Charles Taylor,4.0,2:8,5:104,0521291992,3:66
25248,Elements of the Philosophy of Right,1:113,569,4:965,total:3169,25,10,Cambridge University Press,50,1991,eng,Georg Wilhelm Friedrich Hegel,3.87,2:212,5:1121,0521348889,3:758
25250,"Sidereus Nuncius, or The Sidereal Messenger",1:8,135,4:150,total:370,15,6,University Of Chicago Press,1,1989,,Galileo Galilei,3.91,2:24,5:113,0226279022,3:75
25252,Von Helden Und Schelmen: Tall Tales and Legends for Intermediate Students of German,1:0,88,4:2,total:4,1,1,McGraw-Hill/Glencoe,2,1989,ger,Kurt Reiter,4.0,2:0,5:1,0844222593,3:1
25257,"Mein Urgroßvater, die Helden und ich",1:7,250,4:88,total:338,1,12,Carlsen,1,2002,ger,James Krüss,4.3,2:12,5:188,3551552711,3:43
25258,"Thief of Hearts (Golden Mountain Chronicles, #9)",1:1,208,4:22,total:99,9,5,HarperCollins,2,1997,,Laurence Yep,3.3,2:14,5:12,0064405915,3:50
25259,Hiroshima,1:21,64,4:261,total:778,1,5,Scholastic Paperbacks,133,1996,,Laurence Yep,3.68,2:60,5:184,0590208330,3:252
25260,American Dragons: Twenty-five Asian American Voices,1:3,256,4:18,total:72,7,9,HarperCollins Publishers,10,1995,eng,Laurence Yep,3.47,2:10,5:16,0064406032,3:25
25261,"The Traitor (Golden Mountain Chronicles, #4)",1:5,320,4:38,total:110,26,10,HarperCollins,12,2004,,Laurence Yep,3.55,2:9,5:21,0060008318,3:37
25262,"Tiger Magic (Tiger's Apprentice, #3)",1:0,288,4:37,total:109,17,10,HarperCollins Publishers,4,2006,,Laurence Yep,3.9699999999999998,2:7,5:38,0060010193,3:27
25263,"Journal of Wong Ming-Chung: A Chinese Miner, California, 1852 (My Name is America)",1:7,219,4:127,total:357,1,4,Scholastic Inc.,42,2000,,Laurence Yep,3.7800000000000002,2:24,5:94,0590386077,3:105
25264,Dragon Steel,1:3,288,4:173,total:478,20,10,HarperCollins,12,1993,,Laurence Yep,3.99,2:15,5:160,0064404862,3:127
25265,The Cook's Family,1:0,192,4:30,total:78,30,8,Puffin,1,1999,,Laurence Yep,3.87,2:6,5:22,0698118049,3:20
25266,Skunk Scout,1:2,192,4:10,total:34,1,9,Hyperion Books for Children,3,2005,,Laurence Yep,3.5,2:3,5:7,0786817143,3:12
25267,"Later, Gator",1:8,128,4:20,total:79,2,6,Hyperion Books,0,1997,,Laurence Yep,3.2,2:6,5:9,078681277X,3:36
25268,The Rainbow People,1:9,208,4:87,total:219,30,8,HarperCollins,47,1992,eng,Laurence Yep,3.75,2:16,5:56,0064404412,3:51
25269,Dragon Cauldron,1:4,320,4:137,total:391,20,3,HarperCollins Publishers,9,1994,,Laurence Yep,3.93,2:17,5:126,006440398X,3:107
25270,Dragon War,1:1,320,4:125,total:331,27,5,HarperCollins Publishers,7,1994,,Laurence Yep,3.99,2:8,5:107,0064405257,3:90
25271,"Mountain Light (Golden Mountain Chronicles, #2)",1:2,288,4:31,total:83,14,2,HarperTrophy,12,1997,,Laurence Yep,3.61,2:2,5:13,0064406679,3:35
25273,City of Dragons,1:0,32,4:11,total:32,1,7,Scholastic,9,1997,,Laurence Yep,4.0,2:1,5:11,0590478664,3:9
25274,The Imp That Ate My Homework,1:1,96,4:5,total:25,26,1,HarperCollins Publishers,3,2000,,Laurence Yep,3.0,2:7,5:2,006440840X,3:10
25276,"The Serpent's Children (Golden Mountain Chronicles, #1)",1:13,288,4:74,total:241,23,1,HarperCollins,13,2001,,Laurence Yep,3.55,2:18,5:51,0064406458,3:85
25277,"Sea Glass (Golden Mountain Chronicles, #8)",1:1,256,4:18,total:50,18,6,HarperCollins,4,2002,,Laurence Yep,3.42,2:5,5:5,006441003X,3:21
25278,"Child of the Owl (Golden Mountain Chronicles, #7)",1:19,288,4:171,total:496,8,5,HarperCollins,31,2001,eng,Laurence Yep,3.62,2:33,5:103,006440336X,3:170
25279,"Dragon's Gate (Golden Mountain Chronicles, #3)",1:85,352,4:645,total:1919,23,1,HarperCollins,129,2001,en-US,Laurence Yep,3.67,2:161,5:483,0064404897,3:545
25280,Young Adult Authors Series: Presenting Laurence Yep,1:0,160,4:2,total:4,26,9,Twayne Publishers,0,1995,,Dianne Johnson-Feelings,3.5,2:0,5:0,080578201X,3:2
25281,"Tree Of Dreams, Ten Tales From the Garden of Night",1:0,93,4:3,total:9,1,12,Troll Communications,0,1996,,Laurence Yep,4.44,2:0,5:5,0816734992,3:1
25282,Man Who Tricked a Ghost,1:0,32,4:13,total:41,13,9,Troll Communications,6,1997,eng,Laurence Yep,3.83,2:1,5:11,081673030X,3:16
25283,"The Case of the Goblin Pearls (Chinatown, #1)",1:6,192,4:22,total:76,23,1,HarperCollins Publishers,10,1998,,Laurence Yep,3.33,2:5,5:10,0064405524,3:33
25284,Ribbons,1:11,192,4:101,total:284,13,10,Puffin Books,24,1997,,Laurence Yep,3.76,2:16,5:77,0698116062,3:79
25285,The Case of the Firecrackers,1:1,192,4:11,total:35,27,12,HarperTrophy,1,2005,,Laurence Yep,3.43,2:4,5:5,0064405540,3:14
25286,The Dragon Prince: A Chinese Beauty & the Beast Tale,1:7,32,4:139,total:393,9,1,HarperCollins,44,1999,eng,Laurence Yep,3.93,2:20,5:131,0064435180,3:96
25287,Laurence Yep,1:0,136,4:0,total:0,1,4,Chelsea House Publications,0,2008,,Hal Marcovitz,0.0,2:0,5:0,0791095274,3:0
25289,Meet Laurence Yep,1:0,24,4:1,total:2,3,12,PowerKids Press,1,2005,,Alice B. McGinty,4.5,2:0,5:1,0823964108,3:0
25290,The Star Fisher,1:12,160,4:148,total:440,1,8,Puffin Books,3,1992,,Laurence Yep,3.81,2:29,5:130,0140360034,3:121
25295,"The Legend of Huma (Dragonlance: Heroes, #1)",1:283,379,4:5650,total:18351,1,1,Wizards of the Coast,113,2004,en-US,Richard A. Knaak,4.03,2:889,5:7398,078693137X,3:4131
25298,Make Money with Small Income Properties,1:0,228,4:7,total:16,16,7,Wiley,1,2003,,Gary W. Eldred,3.81,2:2,5:4,0471433411,3:3
25299,Investing in Real Estate,1:4,314,4:97,total:271,1,11,John Wiley & Sons,12,2005,eng,Andrew James McLean,3.81,2:19,5:75,0471741205,3:76
25300,Make Money with Condominiums and Townhouses,1:1,291,4:3,total:7,14,7,Wiley,1,2003,,Gary W. Eldred,3.0,2:1,5:0,0471433446,3:2
25301,Yes! You Can Own the Home You Want,1:0,256,4:0,total:0,1,9,"John Wiley & Sons, Inc.",0,1995,,Gary W. Eldred,0.0,2:0,5:0,0471099783,3:0
25302,Make Money with Fixer-Uppers and Renovations,1:0,288,4:2,total:6,22,7,Wiley,1,2003,,Gary W. Eldred,4.0,2:0,5:2,047143342X,3:2
25303,The 106 Mortgage Secrets All Homebuyers Must Learn--But Lenders Don't Tell,1:0,271,4:6,total:20,7,4,John Wiley & Sons,0,2003,,Gary W. Eldred,3.85,2:1,5:6,0471263958,3:7
25304,Value Investing in Real Estate,1:2,289,4:5,total:20,27,2,Wiley,1,2002,,Gary W. Eldred,3.25,2:2,5:3,0471185205,3:8
25305,The 106 Common Mistakes Homebuyers Make (and How to Avoid Them),1:5,305,4:15,total:67,1,11,Wiley,7,2005,,Gary W. Eldred,3.22,2:10,5:10,0471751235,3:27
25307,"No god but God: The Origins, Evolution and Future of Islam",1:780,310,4:7256,total:21733,10,1,Random House Trade,1111,2006,eng,Reza Aslan,4.12,2:800,5:9766,0812971892,3:3131
25309,Plays 1: 'Art' / Life x 3 / The Unexpected Man / Conversations After a Burial,1:0,288,4:48,total:104,30,7,"Farrar, Straus and Giroux",7,2005,,Yasmina Reza,4.07,2:3,5:33,0571221912,3:20
25310,It Must Be My Metabolism,1:0,326,4:1,total:9,28,12,McGraw-Hill Education,1,2005,,Reza Yavari,3.11,2:4,5:2,0071437606,3:2
25311,Business and Economic Forecasting for the Information Age: A Practical Approach,1:0,336,4:0,total:1,30,12,Praeger,0,2002,,A. Reza Hoshmand,3.0,2:0,5:0,1567204775,3:1
25312,The Other in the Light of the One: The Universality of the Qur'an and Interfaith Dialogue,1:1,240,4:2,total:13,1,8,Islamic Texts Society,0,2006,,Reza Shah-Kazemi,4.15,2:1,5:8,1903682479,3:1
25313,Justice and Remembrance: Introducing the Spirituality of Imam Ali,1:1,224,4:18,total:74,22,8,I. B. Tauris in Association with the Institute of Ismaili Studies,1,2006,,Reza Shah-Kazemi,4.43,2:2,5:46,184511065X,3:7
25314,Men of Order: Authoritarian Modernization Under Atatürk and Reza Shah,1:0,234,4:9,total:24,1,9,I. B. Tauris,3,2004,,Touraj Atabaki,3.62,2:2,5:4,1860644260,3:9
25315,"Great Britain and Reza Shah: The Plunder of Iran, 1921-1941",1:1,448,4:2,total:4,25,9,University Press of Florida,1,2001,,Mohammad Gholi Majd,3.5,2:0,5:1,0813021111,3:0
25316,Reza Abdoh,1:1,165,4:3,total:11,20,4,Johns Hopkins University Press,2,1999,,Daniel Mufson,4.18,2:0,5:6,0801861241,3:1
25317,"March to the Stars (Empire of Man, #3)",1:17,640,4:2843,total:7315,1,4,Baen,99,2004,,David Weber,4.2,2:164,5:3075,0743488180,3:1216
25318,"March to the Sea (Empire of Man, #2)",1:28,672,4:3055,total:8048,1,11,Baen,142,2002,,David Weber,4.21,2:192,5:3453,074343580X,3:1320
25319,"Flashman on the March (The Flashman Papers, #12)",1:15,352,4:840,total:2085,14,11,Anchor,67,2006,en-US,George MacDonald Fraser,4.08,2:59,5:751,1400096464,3:420
25320,"March Upcountry (Empire of Man, #1)",1:88,608,4:3791,total:10266,1,5,Baen,241,2002,eng,David Weber,4.18,2:294,5:4422,0743435389,3:1671
25321,King of the Middle March,1:26,432,4:687,total:1717,1,3,Scholastic Inc.,47,2006,eng,Kevin Crossley-Holland,3.8200000000000003,2:98,5:434,0439266017,3:472
25323,A Private Passion,1:0,320,4:0,total:1,1,2,Warner Books,0,1986,,Sarah Juon,3.0,2:0,5:0,0446300047,3:1
25329,The Dobe Ju/'hoansi,1:16,272,4:156,total:438,4,2,Wadsworth Publishing Company,25,2002,eng,Richard B. Lee,3.58,2:38,5:85,0155063332,3:143
25330,Chu Ju's House,1:24,240,4:468,total:1255,25,10,HarperCollins,135,2005,,Gloria Whelan,3.95,2:67,5:421,0060507268,3:275
25331,Ju-on Volume 2,1:2,128,4:25,total:63,13,6,Dark Horse Manga,4,2006,,Takashi Shimizu,3.86,2:3,5:18,1593075316,3:15
25332,"Ju-on Volume 1 (呪怨, #1)",1:11,240,4:101,total:349,19,9,Dark Horse Manga,31,2006,eng,Kei Ohishi,3.81,2:21,5:113,159582071X,3:103
25333,"Junkers Ju 388: Development, Testing and Production of the Last Junkers High-Altitude Aircraft",1:0,336,4:0,total:2,10,7,Schiffer Publishing,1,2006,,Christoph Vernaleken,5.0,2:0,5:2,0764324292,3:0
25335,Junkers Ju-87 Black Cross V5,1:0,92,4:0,total:0,10,3,Classic Publications,0,2005,,Karl-Heinz Regnat,0.0,2:0,5:0,1857801865,3:0
25336,"Junkers Ju 87: From 1937 to 1945 (Planes and Pilots, #4)",1:0,82,4:0,total:3,31,3,Casemate Publishers,1,2005,,Herbert Léonard,3.0,2:0,5:0,2913903533,3:3
